title,overview,genres,release_date,runtime,vote_average
Kiev Frescoes,"Parajanov's collage of all the footage that remained from his film ""Kiev Frescoes,"" which was halted by the authorities who demanded that all the negatives be destroyed.",[],1966-05-09,13.0,5.0
Bikini Beach,"A millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach, where he is intending to build a retirement home.","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1964-07-22,99.0,6.7
You Only Live Once,"Based partially on the story of Bonnie and Clyde, Eddie Taylor (Henry Fonda) is an ex-convict who cannot get a break after being released from prison. When he is framed for murder, Taylor is forced to flee with his wife Joan Graham (Sylvia Sidney) and baby. While escaping prison after being sentenced to death, Taylor becomes a real murderer, condemning himself and Joan to a life of crime and death on the road.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1937-01-29,86.0,7.2
The Goddess,"Booze, pills and loneliness mark a young actress' rise to stardom.","[{'id': 18, 'name': 'Drama'}]",1958-06-24,104.0,0.0
For Better and Worse,"A couple on the brink of divorce attempts to hide their crisis at a grand wedding, but it turns out they are not the only ones with false appearances.","[{'id': 35, 'name': 'Comedy'}]",2015-03-06,90.0,3.1
Nixon,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1995-12-22,192.0,7.1
Empire of Dreams: The Story of the Star Wars Trilogy,Empire of Dreams: The Story of the Star Wars Trilogy is a 2004 documentary film directed by Kevin Burns and narrated by Robert Clotworthy. It documents the making of the original Star Wars trilogy.,"[{'id': 99, 'name': 'Documentary'}]",2004-09-12,151.0,7.1
Guys and Dolls,"Guys And Dolls focuses on a group of men who have fallen in love with their life-size dolls, called ""Real Dolls."" For these men, their $10,000 lifelike, built-to-order creations have replaced human women.  For some people, finding a partner in life can be difficult. For these men, it's almost impossible. Ten years ago, a small factory in California began making an alternative partner. Each is tailored made to suit every taste.  There are now 3000 real dolls across the world providing some of those with love and companionship that real women cannot.","[{'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}]",2007-01-17,50.0,7.5
Shuttle,"When two friends return from a girls weekend vacation in Mexico, they find themselves stranded at the airport. Trying to get home safely, they board an airport shuttle for the short trip. But once their feet cross the threshold of the shuttle, a night that had started like any other turns terrifying, and the ride home becomes a descent into darkness.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2008-03-08,107.0,5.7
Coming Home,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,"[{'id': 18, 'name': 'Drama'}]",2014-05-16,111.0,6.9
The Battle of Neretva,"In January 1943 the German army, afraid of an Allied invasion of the Balkans, launched a great offensive against Yugoslav Partisans in Western Bosnia. The only way out for the Partisan forces and thousands of refugees was the bridge on the river Neretva.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1969-10-07,145.0,6.2
The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2000-12-09,78.0,7.2
The Yes Men Fix the World,"THE YES MEN FIX THE WORLD is a screwball true story about two gonzo political activists who, posing as top executives of giant corporations, lie their way into big business conferences and pull off the world's most outrageous pranks.","[{'id': 99, 'name': 'Documentary'}]",2009-01-18,87.0,7.0
Beat the Devil,"The script, which was written on a day-to-day basis as the film was being shot, concerns the adventures of a motley crew of swindlers and ne'er-do-wells trying to lay claim to land rich in uranium deposits in Kenya as they wait in a small Italian port to travel aboard an ill-fated tramp steamer en route to Mombasa.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1953-11-24,89.0,6.2
Shining Through,"Spirited New Yorker Linda Voss goes to work for international lawyer and secret Office of Strategic Services operative Ed Leland just before World War II. As they fall in love, the United States enters the fight against Hitler, and Linda volunteers to work for Ed spying undercover behind Nazi lines. Assigned to uncover information about a German bomb, Linda also has personal motives to fulfill: discovering the fate of her Jewish family members in Berlin.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1992-01-31,132.0,6.2
The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",1994-06-23,89.0,8.0
Rangeela,"A poor young woman, who dreams of Bollywood fame, is caught in a love triangle between her childhood friend and a famous actor.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-01-01,175.0,7.1
Rancho Deluxe,"Jack McKee and Cecil Colson are two bumbling drifters who make a living by rustling cattle from other peoples herds in the wilds of Montana. Jack is from a wealthy background but left his parents as he resented their posh lives, and Cecil is a Native American half-breed seeking his own path in life away from his father. Both hustle and rustle their way in the world by targeting cattle owned by wealthy ranch owner John Brown. Frustrated that someone is killing his cattle, John hires a pair of ranch hands Burt and Curt to find the rustlers. When Brown realizes he cannot trust his two inept ranch hands, he turns to the grizzled former rustler Henry Beige to find the cattle thieves, while Jack and Cecil are always one step ahead of them, not realizing that their luck will eventually run out sometime.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",1975-01-01,93.0,5.5
Seven Beauties,"Nominated for four Academy Awards including Best Director, Seven Beauties stars Giancarlo Giannini (Swept Away) as Pasqualino Frafuso, known in Naples as ""Pasqualino Seven Beauties."" A petty thief who lives off of the profits of his seven sisters while claiming to protect their honor at any cost, Pasqualino is arrested for murder and later sent to fight in the army after committing sexual assault. The Germans capture him and he gets sent to a concentration camp where he plots to make his escape by seducing a German officer.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1975-12-20,116.0,8.8
Marley,"Bob Marley's universal appeal, impact on music history and role as a social and political prophet is both unique and unparalleled. Directed by Academy Award-winning director Kevin Macdonald (The Last King of Scotland), MARLEY is the definitive life story of the musician, revolutionary, and legend, from his early days to his rise to international superstardom. Made with the support of the Marley family, the film features rare footage, incredible performances and revelatory interviews with the people that knew him best.","[{'id': 99, 'name': 'Documentary'}]",2012-04-20,144.0,7.5
SPL: Kill Zone,"Chan, an articulate senior detective nearing the end of his career, is taking care of the daughter of a witness killed by ruthless crime lord Po. Martial arts expert Ma is set to take over as head of the crime unit, replacing Chan who wants an early retirement.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2005-11-18,93.0,6.8
Touch of Death,"Lester Parson is a lonely gigolo who dates and kills off middle-aged women in ultra-gory fashion just for the pleasure of watching them die, as well as to take their money and jewelery as well as cook and eat their remains for his dinner.","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1988-01-01,86.0,5.3
Stargate: The Ark of Truth,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.","[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2008-03-11,97.0,6.9
The Seaside Motel,"The Seaside Motel is trapped in the mountains, without even enough water to serve their guests 24 hours a day, much less having a view of a body of water of any kind.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2010-06-05,103.0,6.1
15: The Movie,"Fast, frenetic, and furious best describe the story of five teenage boys all but abandoned by the system, estranged from any parents, and discarded by life in general.  They build a world of there own in which gangs, drugs, fighting, body piercing, self-harm, and even suicide are considered commonplace.  The film highlights their harrowing place in time and this small world; where brotherhood is valued above all else.  Impressively acted by actual street kids, the movie highlights a gritty side of modern-day Singaporean life.","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2003-04-27,93.0,4.9
Prova a volare,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2007-08-24,0.0,6.0
First Person Plural,"In 1966, Deann Borshay Liem was adopted by an American family and sent from Korea to her new home in California. There the memory of her birth family was nearly obliterated, until recurring dreams led her to investigate her own past, and she discovered that her Korean mother was very much alive. Bravely uniting her biological and adoptive families, Borshay Liem embarks on a heartfelt journey in this acclaimed film that first premiered on POV in 2000. First Person Plural is a poignant essay on family, loss and the reconciling of two identities.",[],2000-12-18,60.0,0.0
Chain Reaction,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1996-08-02,107.0,5.3
2001 Maniacs,"On their way to Spring Break, college kids take a detour through an old Southern town. The people of Pleasant Valley insist the kids stay for their annual barbecue celebration... but instead of getting a taste of the old South, the old South gets a taste of them!","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2005-05-12,87.0,4.9
Make It Happen,"Embarking on a journey to fulfill her dreams as a dancer, a young girl discovers a new style of dance that will prove to be the source of both conflict and self-discovery.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008-08-08,90.0,5.4
The Class,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,"[{'id': 18, 'name': 'Drama'}]",2008-09-24,128.0,6.9
The Wasp Woman,A cosmetics queen develops a youth formula from jelly taken from queen wasps. She fails to anticipate the typical hoary side effects.,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1959-11-02,73.0,4.6
Oriental Elegy,"Oriental Elegy (1996). Visually impressionistic, atmospherically dense, and narratively opaque, Oriental Elegy is the surreal journey of a displaced spirit (Aleksandr Sokurov) as he wanders in the interminable darkness through the temporal landscape of a quaint and isolated feudal-era fishing village. Guided by a series of faintly illuminated rooms, the wandering spirit comes upon ancient souls who take on physical forms as they recount their personal stories of daily existence, loss, and tragedy in the peasant community. Intrigued by his initial visit to a curiously distracted elderly woman, the spirit returns to her home in order to ask a fundamental question - ""What is happiness?"" - an existential query that is innocently answered with innate humility and accepted unknowingness.","[{'id': 18, 'name': 'Drama'}]",1996-01-01,43.0,5.0
Revenge of the Nerds IV: Nerds In Love,"Lewis and his nerdy friends attend Booger's wedding to the daughter of a rich politician, but nerd-haters in the family do everything possible to prevent the wedding going ahead. Meanwhile, Lewis awaits with eagerness the birth of his unborn foetal child...","[{'id': 35, 'name': 'Comedy'}]",1994-05-09,92.0,3.5
True Crime,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1999-03-19,127.0,6.3
Golden Door,"The story is set at the beginning of the 20th century in Sicily. Salvatore, a very poor farmer, and a widower, decides to emigrate to the US with all his family, including his old mother. Before they embark, they meet Lucy. She is supposed to be a British lady and wants to come back to the States. Lucy, or Luce as Salvatore calls her, for unknown reasons wants to marry someone before to arrive to Ellis Island in New York. Salvatore accepts the proposal. Once they arrive in Ellis Island they spend the quarantine period trying to pass the examinations to be admitted to the States. Tests are not so simple for poor farmers coming from Sicily. Their destiny is in the hands of the custom officers.","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2006-09-22,118.0,6.0
Anzio,"Allied forces land at Anzio unopposed but instead of moving straight inland their commanding officer decides to dig in. A battle-hardened war correspondent borrows a jeep and drives to Rome and back without meeting any German forces, but his report on this absence of the enemy is discounted. By the time it is finally decided to make a move the Germans have arrived in strength and a prolonged ...","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1968-07-24,117.0,5.5
Gabriel Over the White House,A political hack becomes President during the height of the Depression and undergoes a metamorphosis into an incorruptible statesman after a near-fatal accident.,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1933-03-31,86.0,5.9
Skinwalkers,"Faced with the murder of three medicine men, Navajo police must find the culprit. That the murders appear to be the work of a Skinwalker, or bad medicine man, complicate and illuminate the detective's work.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",2002-11-02,100.0,3.2
When Night Is Falling,"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-05-05,96.0,5.9
Barbie in A Mermaid Tale,"Barbie stars as Merliah, a surfing champion from Malibu. One minute she’s a normal teenager and the next she learns a shocking family secret: she’s a mermaid! Merliah and her dolphin friend Zuma set off on an undersea adventure to rescue her mother, the queen of Oceana. With help from her new mermaid friends, Merliah saves the ocean kingdom.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2010-01-26,75.0,6.2
Cold Showers,"Mickael's family is struggling (they don't have enough money to pay for hot water) however his life is full with Judo and his girlfriend Venessa. Then Mickael makes a decision to open up his relationship to include Clement his rich-kid Judo partner, starting a chain of events.","[{'id': 18, 'name': 'Drama'}]",2005-05-14,102.0,4.9
The Dentures,"Mother in law gets a new set of dentures. Despite being initially happy, the family soon discovers the teeth have a life of their own and jump from their owner's mouth and bite everyone who comes near--from ladies to gentlemen to policemen.","[{'id': 35, 'name': 'Comedy'}]",1909-11-16,3.0,5.0
Sweeney Todd,"A BBC adaptation of the Victorian ""penny dreadful"" tale of 18th century ""demon barber"" Sweeney Todd, of Fleet Street, who cuts the throats of unsuspecting clients in his London shop.","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}]",2006-01-03,90.0,6.3
Some Girls Do,A series of unexplainable accidents befall the people and companies responsible for developing the world's first supersonic airliner. A British agent is sent to investigate and with the help of another agent uncovers a plot masterminded by Carl Petersen who stands to gain eight million pounds if the aircraft is not ready by a certain date.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1969-01-23,88.0,6.9
Foreign Intrigue,"Millionaire Victor Danemore, living on the French Riviera, dies suddenly of a heart attack. His secretary, Dave Bishop, wants to know more about his employer's life. Surprisingly, not even his young wife knows anything about her husband's background or how he earned his fortune. Clues lead Bishop to Vienna and Stockholm, where he learns that Danemore was black-mailing people who cooperated with the Nazis during WW2.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1956-07-12,95.0,6.8
Pappa ante Portas,"Der Einkaufsdirektor Heinrich Lohse (Loriot) wird überraschend in den Vorruhestand geschickt. Seiner Familie verkündet er die “freudige” Botschaft, dass er fortan seine Erfahrungen der Familie und dem Haushalt zugute kommen lassen will. Heinrich versucht sogleich die Lebensmitteleinkäufe der Familie möglichst kostengünstig zu gestalten. Seine Gattin Renate kann dem Rabattvorteil von zwei Paletten Senf für einen Dreipersonen-Haushalt jedoch nicht viel Positives abgewinnen. Weiteres Chaos lässt nicht lange auf sich warten und im Hause Lohse droht ein Rosenkrieg auszubrechen. Und dann naht auch noch der 80. Geburtstag der Schwiegermutter.","[{'id': 35, 'name': 'Comedy'}]",1991-02-21,84.0,7.4
Kevin Hart: Laugh at My Pain,Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin Hart back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts!,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2011-09-09,89.0,7.7
The Furies,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate.","[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",1950-08-16,109.0,6.8
Game of Werewolves,"After 15 years, Tomas, a moderately successful writer, returns to his family's ancestral village in Galicia to receive a civic award, and write his next book. Neither of those things happens.","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2011-10-07,104.0,6.4
Ringu,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1998-01-31,96.0,6.9
Mutiny on the Bounty,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors.","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",1935-11-08,132.0,7.1
"If It's Tuesday, This Must Be Belgium",A group of travelers from the United States race through seven countries in 18 days.,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",1969-04-24,105.0,4.5
Carbon Nation,"An optimistic (and witty) discovery of what people are already doing, what we as a nation could be doing and what the world needs to do to prevent (or at least slow down) the impending climate crisis.","[{'id': 99, 'name': 'Documentary'}]",2011-02-11,86.0,7.0
Ginger Snaps 2: Unleashed,Brigitte has escaped the confines of Bailey Downs but she's not alone. Another werewolf is tailing her closely and her sister's specter haunts her. An overdose of Monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of Ghost.,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",2004-01-30,94.0,6.2
The Magic Lantern,"Two impish clowns construct a magic lantern. They prop it up at an angle, and use it to project pictures onto a wall. When the picture show ends, they open up the lantern to reveal a group of dancing girls inside - and this is only the first of the indications that this lantern really is magical.","[{'id': 14, 'name': 'Fantasy'}]",1903-01-01,5.0,5.4
Rio Grande,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.","[{'id': 37, 'name': 'Western'}]",1950-11-15,105.0,6.8
Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1993-09-24,102.0,7.4
Boy Crazy,"Love never sounded so good, until Corey must decide between two love interests and whether he wants to give up the joys of the single life.","[{'id': 10402, 'name': 'Music'}]",2009-01-26,25.0,4.5
The Princess and the Goblin,The story is about the Princess Irene and a young warrior boy named Curty. Irene must use her magic power to fight off goblins and save the kingdom.,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1992-12-18,82.0,5.0
A Bucket of Blood,"Walter Paisley, a busboy at a cappuccino bar called the Jabberjaw, is praised as a genius after he kills his landlady's cat and covers it in plaster. Pressured to produce more work, he goes after bigger subjects.","[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1995-09-12,83.0,4.3
Invisible Ghost,"The town's leading citizen is a man victim of homicidal impulses beyond his control. He is being controlled by his wife who had left him for another man. She was involved in a car accident that has left her brain damaged and is kept in the basement, in secret, by Kessler's gardener.","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1941-04-25,64.0,5.3
7 Days in Hell,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",2015-07-11,43.0,6.4
Devil In The Flesh 2,Psychopath Debbie Strand escapes from a mental institution for the criminally insane and takes the identity of a co-ed she meets and dies out of fear of Debbie and sets herself up on a college campus where she once again begins killing students and faculty who get in the way with her obsession with her former high school teacher Sam Deckner now teaching at the college.,"[{'id': 27, 'name': 'Horror'}]",2000-09-08,92.0,3.5
Bakhita,"Born in a village in Sudan, kidnapped by slavers, often beaten and abused, and later sold to Federico Marin, a Venetian merchant, Bakhita then came to Italy and became the nanny servant of Federico's daughter, Aurora, who had lost her mother at birth. She is treated as an outcast by the peasants and the other servants due to her black skin and African background, but Bakhita is kind and generous to others. Bakhita gradually comes closer to God with the help of the kind village priest, and embraces the Catholic faith.  She requests to join the order of Canossian sisters, but Marin doesn't want to give her up as his servant, treating her almost as his property. This leads to a moving court case that raised an uproar which impacts Bakhita's freedom and ultimate decision to become a nun. Pope John Paul II declared her a saint in the year 2000.","[{'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}]",2009-04-04,0.0,7.0
Makdee,"In a small North Indian village, Legend has it that a 100 years-old witch lives in an abandoned mansion on the village outskirts, and any person who goes inside is turned into an animal. In the same village a clever, naughty girl named Chunni (Shweta Prasad) lives with her widowed father, grandmother and her identical twin Munni, who is just the exact opposite of Chunni in mannerisms. But one day, Chunni's prank causes Munni enters the witch's mansion and the witch turns her into a hen. Chunni strikes a deal with Makdee (Shabana Azmi) that she will present Makdee with 100 hens in exchange for Munni in human form. How she manages this task forms the crux of the rest of this fun-filled children's movie.","[{'id': 10751, 'name': 'Family'}]",2002-11-22,0.0,6.0
The Discreet,"There is an author who has been dumped by his girlfriend and has no inspiration for a next novel. In an attempt to find a solution to both crises, he, along with his publisher friend, decides to seduce a young woman with the singular purpose of keeping a diary of the seduction and then dump her before publishing the book about it. Unfortunately he falls in love with her.","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1990-11-21,94.0,5.5
The Lost,A charismatic psycho suspected of killing two innocent campers in a cold-blooded double homicide grows increasingly unstable as his suburban empire starts to crack at the foundations.,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2006-03-11,119.0,6.1
The Protagonists,"An enterprising reporter takes along four willing adventurers to interview and photograph a young Sardinian criminal in hiding. Under intermittent gunfire, they make their way to the mountain hideout of the bandit. After a leisurely conversation and photo session, the encampment comes under fire from a group of armed citizens acting as police. Bullets fly and violence overtakes the criminal's two henchman, as the thrill-seeking group and the wanted criminal find themselves under attack.",[],1968-06-07,105.0,5.0
Ten Years,"Five thought-provoking shorts imagine what Hong Kong will be like ten years from now. In Extras, two genial low-level gangsters are hired to stage an attack, but they’re mere sacrificial lambs in a political conspiracy. Rebels strive to preserve destroyed homes and objects as specimens in the mesmerizing Season of the End. In Dialect, a taxi driver struggles to adjust after Putonghua displaces Cantonese as Hong Kong’s only official language. Following the death of a leading independence activist, an act of self-immolation outside the British consulate triggers questions and protests in the searing yet moving Self-Immolator. In Local Egg, a grocery shop owner worries about his son’s youth guard activities and where to buy eggs after Hong Kong’s last chicken farm closes down.","[{'id': 18, 'name': 'Drama'}]",2015-11-15,104.0,7.2
The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1960-06-15,125.0,8.1
7 Virgins,Tano is 16-years-old and is already sitting in jail. In 48 hours he’s a free man and off to the wedding of his brother. In the two days he recounts his neighborhood in a section of Sevilla.,"[{'id': 18, 'name': 'Drama'}]",2005-10-14,86.0,6.6
One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2011-03-02,107.0,7.0
Waiting for Godot,"Two tramps wait for a man named Godot, but instead meet a pompous man and his stooped-over slave.","[{'id': 18, 'name': 'Drama'}]",2001-01-01,120.0,7.8
Comedy Central Roast of Pamela Anderson,"Pamela Anderson was roasted by Courtney Love, Adam Carolla, Bea Arthur, Nick DiPaolo, Greg Giraldo, Elon Gold, Eddie Griffin, Lady Bunny, Lisa Lampanelli, Tommy Lee, Jeff Ross, Sarah Silverman, Andy Dick, roastmaster Jimmy Kimmel and pre-taped appearances by David Spade and Hugh Hefner. Dennis Rodman was amongst the crowd on the stage. This roast featured a large amount of jokes and satire regarding sex directed from roasters toward fellow roasters, complete with Andy Dick appearing as Pamela's plastic surgeon and groping her breasts as part of his skit. Many of the jokes were also directed at Courtney Love for appearing to be inebriated (but claiming to have been sober for a year), Bea Arthur's masculinity, Andy Dick's ambiguous sexuality and Lisa Lampanelli's full figured body as well as her attraction towards black people.  One of the audience members was Anna Nicole Smith.","[{'id': 35, 'name': 'Comedy'}]",2005-08-14,90.0,7.7
Hunger Point,"Meet the Hunters your typical all-American family: two committed parents and two lovely daughters. However, looks can be deceiving because this family is plagued by the nit-picking comments of an overzealous mother determined to keep her daughters thin. The results of this mother's tyranny is unimaginable. This movie really captures the dangers of eating disorders like no other. Based on the best-selling book of the same name.","[{'id': 18, 'name': 'Drama'}]",2003-01-01,100.0,3.0
Setouchi Moonlight Serenade,"After the 1995 Kobe earthquake, a writer remembers travelling with his family to bury his brother after World War II.","[{'id': 18, 'name': 'Drama'}]",1997-03-15,117.0,0.0
Passenger,"The last film of Andrzej Munk, who died in a crash during the filming. A German woman on a ship coming back to Europe notices a face of another woman which brings recollections from the past. She tells her husband that she has been an overseer in Auschwitz during the war, but she has actually saved a woman's life. Her vision is shown and then the actual events.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1963-09-20,62.0,6.3
